Facility ID,Facility Name,Address,City,ZIP Code,CountyName,State,county_state,address,HBIPS-2 Measure Description,HBIPS-2 Overall Rate Per 1000,HBIPS-2 Overall Num,HBIPS-2 Overall Den,HBIPS-3 Measure Description,HBIPS-3 Overall Rate Per 1000,HBIPS-3 Overall Num,HBIPS-3 Overall Den,geolocated-address,latitude-comma,longitude-comma,latitude,longitude, historical_90 , slow_90 , no_90 , rapid_90 ,WFIR_EALT,WFIR_EALS,WFIR_EALR,WFIR_RISKS,WFIR_RISKR
214003,BROOK LANE HEALTH SERVICES,13215  BROOK LANE DRIVE,HAGERSTOWN,21742,WASHINGTON,MD,WASHINGTON_MD,13215  BROOK LANE DRIVE HAGERSTOWN MD 21742,Hours of physical-restraint use,0.09,34.65,15400,Hours of seclusion use,1.84,680.03,15400,"Hagerstown, MD, USA","39,644,106","-77,722,476",39.644106,-77.722476,24.425,68.075,98.85,61.725,4807.632245,3.11931142,Very Low,2.307514537,Very Low
214004,SPRINGFIELD HOSPITAL CENTER,6655 SYKESVILLE ROAD,SYKESVILLE,21784,CARROLL,MD,CARROLL_MD,6655 SYKESVILLE ROAD SYKESVILLE MD 21784,Hours of physical-restraint use,0.74,1336.13,75706,Hours of seclusion use,0.06,111.42,75706,"Sykesville Road, Sykesville, MD, USA","39,363,801","-76,965,683",39.363801,-76.965683,26.69333,69.90667,99.92,63.57333,146.5669757,0.974451805,Very Low,0.391310128,Very Low
214012,THOMAS B FINAN CENTER,"10102 COUNTRY CLUB ROAD,  POST OFFICE BOX 1722",CUMBERLAND,21502,ALLEGANY,MD,ALLEGANY_MD,"10102 COUNTRY CLUB ROAD,  POST OFFICE BOX 1722 CUMBERLAND MD 21502",Hours of physical-restraint use,0.12,64.05,22985,Hours of seclusion use,0.1,52.92,22985,"Cumberland, MD, USA","39,660,019","-78,754,851",39.660019,-78.754851,13.90411,52.24657,85.52055,45.63014,4531.747611,3.058465319,Very Low,2.969386445,Very Low
214018,SPRING GROVE HOSPITAL CENTER,55 WADE AVENUE,CATONSVILLE,21228,BALTIMORE,MD,BALTIMORE_MD,55 WADE AVENUE CATONSVILLE MD 21228,Hours of physical-restraint use,0.13,374.62,120771,Hours of seclusion use,0.01,24.83,120771,"55 Wade Ave, Catonsville, MD, USA","39,269,395","-76,720,606",39.269395,-76.720606,30.92857,74.0102,103.4286,67.89796,1028.628965,1.8656689,Very Low,1.360020797,Very Low
214020,LUMINIS HEALTH J KENT MCNEW FAMILY MEDICAL CENTER,175 HARRY S  TRUMAN  PARKWAY,ANNAPOLIS,21401,ANNEARUNDEL,MD,ANNEARUNDEL_MD,175 HARRY S  TRUMAN  PARKWAY ANNAPOLIS MD 21401,Hours of physical-restraint use,Not Available,Not Available,Not Available,Hours of seclusion use,Not Available,Not Available,Not Available,"Annapolis, MD, USA","38,966,044","-76,495,195",38.966044,-76.495195,34.27536,78.78261,107.8696,72.88406,35792.81854,6.090883437,Relatively Low,1.975199107,Very Low
220001,"HEALTHALLIANCE HOSPITALS, INC",60 HOSPITAL ROAD,LEOMINSTER,1453,WORCESTER,MA,WORCESTER_MA,60 HOSPITAL ROAD LEOMINSTER MA 1453,Hours of physical-restraint use,0.24,32.4,5654,Hours of seclusion use,0,0,5654,"60 Hospital Road, Leominster, MA, USA","4,254,012","-71,762,671",42.54012,-71.762671,5.76494,30.95617,60.50996,25.13147,64244.09598,7.402175816,Relatively Low,5.114534129,Very Low
220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,2138,MIDDLESEX,MA,MIDDLESEX_MA,330 MOUNT AUBURN STREET CAMBRIDGE MA 2138,Hours of physical-restraint use,0.01,0.75,3665,Hours of seclusion use,0,0,3665,"330 Mount Auburn Street, Cambridge, MA, USA","42,373,903","-71,134,238",42.373903,-71.134238,12.01449,42.21739,71.42029,35.98551,138030.5916,9.551540877,Relatively Low,4.36358425,Very Low
220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,2138,MIDDLESEX,MA,MIDDLESEX_MA,1493 CAMBRIDGE STREET CAMBRIDGE MA 2138,Hours of physical-restraint use,0.3,162.38,22197,Hours of seclusion use,0.12,64.75,22197,"1493 Cambridge Street, Cambridge, MA, USA","42,374,745","-71,104,326",42.374745,-71.104326,12.01449,42.21739,71.42029,35.98551,138030.5916,9.551540877,Relatively Low,4.36358425,Very Low
220012,CAPE COD HEALTHCARE,88 LEWIS BAY ROAD,HYANNIS,2601,BARNSTABLE,MA,BARNSTABLE_MA,88 LEWIS BAY ROAD HYANNIS MA 2601,Hours of physical-restraint use,0,0.4,6767,Hours of seclusion use,0,0,6767,"88 Lewis Bay Road, Barnstable Town, MA, USA","41,652,839","-70,274,608",41.652839,-70.274608,1.971429,16.54286,44.75714,12.17143,105143.2226,8.723191702,Relatively Low,9.146843296,Relatively Low
220015,"COOLEY DICKINSON HOSPITAL INC,THE",30 LOCUST STREET,NORTHAMPTON,1060,HAMPSHIRE,MA,HAMPSHIRE_MA,30 LOCUST STREET NORTHAMPTON MA 1060,Hours of physical-restraint use,0.1,7.85,3295,Hours of seclusion use,0,0,3295,"30 Locust Street, Northampton, MA, USA","42,329,918","-72,652,867",42.329918,-72.652867,6.382022,32.70787,62.92135,26.61798,42594.56818,6.454556331,Relatively Low,4.715779091,Very Low
220017,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,2124,SUFFOLK,MA,SUFFOLK_MA,2100 DORCHESTER AVENUE BOSTON MA 2124,Hours of physical-restraint use,0.1,27.57,11133,Hours of seclusion use,0.07,19.88,11133,"2100 Dorchester Avenue, Boston, MA, USA","4,227,803","-7,106,605",42.27803,-71.06605,11.36364,39,67.54546,32.90909,2093.760293,2.364416467,Very Low,2.905004358,Very Low
220020,SAINT ANNE'S HOSPITAL,795 MIDDLE STREET,FALL RIVER,2721,BRISTOL,MA,BRISTOL_MA,795 MIDDLE STREET FALL RIVER MA 2721,Hours of physical-restraint use,0.02,5.93,10719,Hours of seclusion use,0,0,10719,"795 Middle Street, Fall River, MA, USA","41,692,047","-71,163,038",41.692047,-71.163038,12.15464,40.37114,69.48454,34.10309,53652.49961,6.970730762,Relatively Low,6.271824199,Relatively Low
220024,HOLYOKE MEDICAL CENTER,575 BEECH STREET,HOLYOKE,1040,HAMPDEN,MA,HAMPDEN_MA,575 BEECH STREET HOLYOKE MA 1040,Hours of physical-restraint use,0.02,3.05,6646,Hours of seclusion use,0,0,6646,"575 Beech Street, Holyoke, MA, USA","4,220,033","-72,627,474",42.20033,-72.627474,7.915888,35.79439,66.2056,29.62617,18889.91233,4.922189197,Very Low,5.522335919,Very Low
220029,ANNA JAQUES HOSPITAL,25 HIGHLAND AVENUE,NEWBURYPORT,1950,ESSEX,MA,ESSEX_MA,25 HIGHLAND AVENUE NEWBURYPORT MA 1950,Hours of physical-restraint use,0.02,2,4765,Hours of seclusion use,0,0,4765,"25 Highland Avenue, Newburyport, MA, USA","42,814,386","-7,089,108",42.814386,-70.89108,9.054945,35.05495,64.06593,29.06593,127451.208,9.300999924,Relatively Low,7.551308899,Relatively Low
220030,BAYSTATE WING HOSPITAL,40 WRIGHT STREET,PALMER,1069,HAMPDEN,MA,HAMPDEN_MA,40 WRIGHT STREET PALMER MA 1069,Hours of physical-restraint use,0.01,0.25,1891,Hours of seclusion use,0,0,1891,"40 Wright Street, Palmer Town, MA, USA","42,169,714","-72,341,729",42.169714,-72.341729,7.915888,35.79439,66.2056,29.62617,18889.91233,4.922189197,Very Low,5.522335919,Very Low
220033,NORTHEAST HOSPITAL CORPORATION,85 HERRICK STREET,BEVERLY,1915,ESSEX,MA,ESSEX_MA,85 HERRICK STREET BEVERLY MA 1915,Hours of physical-restraint use,0.06,19.7,14363,Hours of seclusion use,0,0,14363,"85 Herrick Street, Beverly, MA, USA","42,563,918","-70,875,463",42.563918,-70.875463,9.054945,35.05495,64.06593,29.06593,127451.208,9.300999924,Relatively Low,7.551308899,Relatively Low
220035,NORTH SHORE MEDICAL CENTER -,81 HIGHLAND AVENUE,SALEM,1970,ESSEX,MA,ESSEX_MA,81 HIGHLAND AVENUE SALEM MA 1970,Hours of physical-restraint use,0.3,253.48,35068,Hours of seclusion use,0.07,56.02,35068,"81 Highland Avenue, Salem, MA, USA","42,511,075","-70,906,659",42.511075,-70.906659,9.054945,35.05495,64.06593,29.06593,127451.208,9.300999924,Relatively Low,7.551308899,Relatively Low
220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,2135,SUFFOLK,MA,SUFFOLK_MA,736 CAMBRIDGE STREET BRIGHTON MA 2135,Hours of physical-restraint use,0.2,95.15,19630,Hours of seclusion use,0,0,19630,"736 Cambridge Street, Boston, MA, USA","42,349,574","-71,147,979",42.349574,-71.147979,11.36364,39,67.54546,32.90909,2093.760293,2.364416467,Very Low,2.905004358,Very Low
220046,BERKSHIRE MEDICAL CENTER,725 NORTH STREET,PITTSFIELD,1201,BERKSHIRE,MA,BERKSHIRE_MA,725 NORTH STREET PITTSFIELD MA 1201,Hours of physical-restraint use,0.1,51.47,22518,Hours of seclusion use,0.21,113.25,22518,"725 North Street, Pittsfield, MA, USA","4,245,962","-73,249,729",42.45962,-73.249729,2.057692,21.1218,50.21154,15.85256,15109.7801,4.569139,Very Low,4.640737258,Very Low
220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,680 CENTER STREET,BROCKTON,2302,PLYMOUTH,MA,PLYMOUTH_MA,680 CENTER STREET BROCKTON MA 2302,Hours of physical-restraint use,0.1,16.21,6471,Hours of seclusion use,0.05,7.58,6471,"Brockton, MA, USA","42,084,895","-71,025,172",42.084895,-71.025172,11.12931,37.64655,66.11207,31.62069,274807.6982,12.0159456,Relatively Low,7.198841617,Relatively Low
220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,275 SANDWICH STREET,PLYMOUTH,2360,PLYMOUTH,MA,PLYMOUTH_MA,275 SANDWICH STREET PLYMOUTH MA 2360,Hours of physical-restraint use,0,0,3537,Hours of seclusion use,0,0,3537,"275 Sandwich Street, Plymouth, MA, USA","41,942,999","-70,645,283",41.942999,-70.645283,11.12931,37.64655,66.11207,31.62069,274807.6982,12.0159456,Relatively Low,7.198841617,Relatively Low
220066,MERCY MEDICAL CTR,271 CAREW STREET,SPRINGFIELD,1104,HAMPDEN,MA,HAMPDEN_MA,271 CAREW STREET SPRINGFIELD MA 1104,Hours of physical-restraint use,0.15,19.35,5352,Hours of seclusion use,0.03,3.54,5352,"271 Carew Street, Springfield, MA, USA","42,115,286","-72,593,682",42.115286,-72.593682,7.915888,35.79439,66.2056,29.62617,18889.91233,4.922189197,Very Low,5.522335919,Very Low
220070,MELROSEWAKEFIELD HEALTHCARE,585 LEBANON STREET,MELROSE,2176,MIDDLESEX,MA,MIDDLESEX_MA,585 LEBANON STREET MELROSE MA 2176,Hours of physical-restraint use,0.07,28.21,16864,Hours of seclusion use,0,1.35,16864,"585 Lebanon Street, Melrose, MA, USA","42,460,231","-71,061,109",42.460231,-71.061109,12.01449,42.21739,71.42029,35.98551,138030.5916,9.551540877,Relatively Low,4.36358425,Very Low
220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,2114,SUFFOLK,MA,SUFFOLK_MA,55 FRUIT STREET BOSTON MA 2114,Hours of physical-restraint use,0.06,5.87,4037,Hours of seclusion use,1.57,152.56,4037,"55 Fruit Street, Boston, MA, USA","42,363,231","-71,068,684",42.363231,-71.068684,11.36364,39,67.54546,32.90909,2093.760293,2.364416467,Very Low,2.905004358,Very Low
220073,MORTON HOSPITAL,88 WASHINGTON STREET,TAUNTON,2780,BRISTOL,MA,BRISTOL_MA,88 WASHINGTON STREET TAUNTON MA 2780,Hours of physical-restraint use,0.01,1.22,6037,Hours of seclusion use,0,0,6037,"88 Washington Street, Taunton, MA, USA","41,905,949","-71,094,967",41.905949,-71.094967,12.15464,40.37114,69.48454,34.10309,53652.49961,6.970730762,Relatively Low,6.271824199,Relatively Low
220077,BAYSTATE MEDICAL CENTER,759 CHESTNUT STREET,SPRINGFIELD,1199,HAMPDEN,MA,HAMPDEN_MA,759 CHESTNUT STREET SPRINGFIELD MA 1199,Hours of physical-restraint use,0.18,43.15,10001,Hours of seclusion use,0.07,17.07,10001,"759 Chestnut Street, Springfield, MA, USA","42,121,403","-72,602,672",42.121403,-72.602672,7.915888,35.79439,66.2056,29.62617,18889.91233,4.922189197,Very Low,5.522335919,Very Low
220080,HOLY FAMILY HOSPITAL,70 EAST STREET,METHUEN,1844,ESSEX,MA,ESSEX_MA,70 EAST STREET METHUEN MA 1844,Hours of physical-restraint use,0.19,44.1,9596,Hours of seclusion use,0.06,13.2,9596,"70 East Street, Methuen Town, MA, USA","42,727,787","-71,168,394",42.727787,-71.168394,9.054945,35.05495,64.06593,29.06593,127451.208,9.300999924,Relatively Low,7.551308899,Relatively Low
220084,EMERSON HOSPITAL -,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,1742,MIDDLESEX,MA,MIDDLESEX_MA,133 OLD ROAD TO 9 ACRE CORNER W CONCORD MA 1742,Hours of physical-restraint use,0.03,3.55,4432,Hours of seclusion use,0,0,4432,"West Concord, MA, USA","42,455,103","-71,403,133",42.455103,-71.403133,12.01449,42.21739,71.42029,35.98551,138030.5916,9.551540877,Relatively Low,4.36358425,Very Low
220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,2215,SUFFOLK,MA,SUFFOLK_MA,330 BROOKLINE AVENUE BOSTON MA 2215,Hours of physical-restraint use,0.11,17.39,6476,Hours of seclusion use,0.04,6.28,6476,"330 Brookline Avenue, Boston, MA, USA","4,233,982","-7,110,568",42.33982,-71.10568,11.36364,39,67.54546,32.90909,2093.760293,2.364416467,Very Low,2.905004358,Very Low
220095,HEYWOOD HOSPITAL -,242 GREEN STREET,GARDNER,1440,WORCESTER,MA,WORCESTER_MA,242 GREEN STREET GARDNER MA 1440,Hours of physical-restraint use,0.01,2,6792,Hours of seclusion use,0,0,6792,"242 Green Street, Gardner, MA, USA","42,586,374","-71,987,087",42.586374,-71.987087,5.76494,30.95617,60.50996,25.13147,64244.09598,7.402175816,Relatively Low,5.114534129,Very Low
220098,NASHOBA VALLEY MEDICAL CENTER,200 GROTON ROAD,AYER,1432,MIDDLESEX,MA,MIDDLESEX_MA,200 GROTON ROAD AYER MA 1432,Hours of physical-restraint use,0.04,6.6,6254,Hours of seclusion use,0,0,6254,"200 Groton Road, Ayer, MA, USA","42,577,511","-7,157,399",42.577511,-71.57399,12.01449,42.21739,71.42029,35.98551,138030.5916,9.551540877,Relatively Low,4.36358425,Very Low
220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,2462,MIDDLESEX,MA,MIDDLESEX_MA,2014 WASHINGTON STREET NEWTON MA 2462,Hours of physical-restraint use,0.38,59.1,6500,Hours of seclusion use,0,0.12,6500,"2014 Washington Street, Newton, MA, USA","42,330,768","-71,245,769",42.330768,-71.245769,12.01449,42.21739,71.42029,35.98551,138030.5916,9.551540877,Relatively Low,4.36358425,Very Low
220111,GOOD SAMARITAN MEDICAL CENTER,235 NORTH PEARL STREET,BROCKTON,2301,PLYMOUTH,MA,PLYMOUTH_MA,235 NORTH PEARL STREET BROCKTON MA 2301,Hours of physical-restraint use,0,0,5030,Hours of seclusion use,0,0,5030,"235 North Pearl Street, Brockton, MA, USA","42,097,105","-71,061,122",42.097105,-71.061122,11.12931,37.64655,66.11207,31.62069,274807.6982,12.0159456,Relatively Low,7.198841617,Relatively Low
220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,2111,SUFFOLK,MA,SUFFOLK_MA,800 WASHINGTON STREET BOSTON MA 2111,Hours of physical-restraint use,1.37,200.32,6108,Hours of seclusion use,2.93,429.78,6108,"800 Washington Street, Boston, MA, USA","422,835","-7,107,123",42.2835,-71.07123,11.36364,39,67.54546,32.90909,2093.760293,2.364416467,Very Low,2.905004358,Very Low
220119,FAULKNER HOSPITAL-BRIGHAM AND WOMEN'S,1153 CENTRE STREET,BOSTON,2130,SUFFOLK,MA,SUFFOLK_MA,1153 CENTRE STREET BOSTON MA 2130,Hours of physical-restraint use,0.18,28.73,6479,Hours of seclusion use,0,0.57,6479,"1153 Centre Street, Boston, MA, USA","42,301,407","-71,128,081",42.301407,-71.128081,11.36364,39,67.54546,32.90909,2093.760293,2.364416467,Very Low,2.905004358,Very Low
220126,NORWOOD HOSPITAL,800 WASHINGTON STREET,NORWOOD,2062,NORFOLK,MA,NORFOLK_MA,800 WASHINGTON STREET NORWOOD MA 2062,Hours of physical-restraint use,0.04,9.52,10418,Hours of seclusion use,0,0,10418,"800 Washington Street, Norwood, MA, USA","42,188,588","-71,202,061",42.188588,-71.202061,12.16418,41.29851,70.1194,35.19403,24585.99999,5.374164402,Very Low,2.338536342,Very Low
220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,55 LAKE AVENUE NORTH,WORCESTER,1655,WORCESTER,MA,WORCESTER_MA,55 LAKE AVENUE NORTH WORCESTER MA 1655,Hours of physical-restraint use,0.41,105,10729,Hours of seclusion use,0,0,10729,"55 Lake Avenue North, Worcester, MA, USA","42,277,574","-71,761,672",42.277574,-71.761672,5.76494,30.95617,60.50996,25.13147,64244.09598,7.402175816,Relatively Low,5.114534129,Very Low
220175,METROWEST MEDICAL CENTER,115 LINCOLN STREET,FRAMINGHAM,1701,MIDDLESEX,MA,MIDDLESEX_MA,115 LINCOLN STREET FRAMINGHAM MA 1701,Hours of physical-restraint use,0.06,18.45,13420,Hours of seclusion use,0,0,13420,"115 Lincoln Street, Framingham, MA, USA","42,284,341","-71,418,606",42.284341,-71.418606,12.01449,42.21739,71.42029,35.98551,138030.5916,9.551540877,Relatively Low,4.36358425,Very Low
220176,ST VINCENT HOSPITAL,123 SUMMER STREET,WORCESTER,1608,WORCESTER,MA,WORCESTER_MA,123 SUMMER STREET WORCESTER MA 1608,Hours of physical-restraint use,0,0,2354,Hours of seclusion use,0,0,2354,"123 Summer Street, Worcester, MA, USA","42,264,658","-71,797",42.264658,-71.797,5.76494,30.95617,60.50996,25.13147,64244.09598,7.402175816,Relatively Low,5.114534129,Very Low
224001,TAUNTON STATE HOSPITAL,"60 HODGES AVENUE, BOX 151",TAUNTON,2780,BRISTOL,MA,BRISTOL_MA,"60 HODGES AVENUE, BOX 151 TAUNTON MA 2780",Hours of physical-restraint use,0.16,62.2,16275,Hours of seclusion use,0.02,9.02,16275,"60 Hodges Avenue, Taunton, MA, USA","41,912,291","-71,102,269",41.912291,-71.102269,12.15464,40.37114,69.48454,34.10309,53652.49961,6.970730762,Relatively Low,6.271824199,Relatively Low
224007,MCLEAN HOSPITAL CORPORATION,115 MILL STREET,BELMONT,2478,MIDDLESEX,MA,MIDDLESEX_MA,115 MILL STREET BELMONT MA 2478,Hours of physical-restraint use,0.18,298.02,69322,Hours of seclusion use,0.01,20.05,69322,"115 Mill Street, Belmont, MA, USA","42,394,907","-71,192,334",42.394907,-71.192334,12.01449,42.21739,71.42029,35.98551,138030.5916,9.551540877,Relatively Low,4.36358425,Very Low
224013,ARBOUR HOSPITAL,49 ROBINWOOD AVENUE,BOSTON,2130,SUFFOLK,MA,SUFFOLK_MA,49 ROBINWOOD AVENUE BOSTON MA 2130,Hours of physical-restraint use,0.18,193.87,45547,Hours of seclusion use,0,0,45547,"49 Robinwood Avenue, Boston, MA, USA","4,231,577","-7,111,225",42.31577,-71.11225,11.36364,39,67.54546,32.90909,2093.760293,2.364416467,Very Low,2.905004358,Very Low
224018,ARBOUR HUMAN RESOURCE INSTITUTE,227 BABCOCK STREET,BROOKLINE,2446,NORFOLK,MA,NORFOLK_MA,227 BABCOCK STREET BROOKLINE MA 2446,Hours of physical-restraint use,0.16,86.45,21983,Hours of seclusion use,0,0,21983,"227 Babcock Street, Brookline, MA, USA","4,235,078","-71,121,166",42.35078,-71.121166,12.16418,41.29851,70.1194,35.19403,24585.99999,5.374164402,Very Low,2.338536342,Very Low
224021,ARBOUR-FULLER HOSPITAL,200 MAY STREET,SOUTH ATTLEBORO,2703,BRISTOL,MA,BRISTOL_MA,200 MAY STREET SOUTH ATTLEBORO MA 2703,Hours of physical-restraint use,0.3,250.33,34983,Hours of seclusion use,0,0,34983,"200 May Street, Attleboro, MA, USA","41,923,424","-71,360,303",41.923424,-71.360303,12.15464,40.37114,69.48454,34.10309,53652.49961,6.970730762,Relatively Low,6.271824199,Relatively Low
224022,BOURNEWOOD HOSPITAL,300 SOUTH STREET,BOSTON COLLEGE,2467,MIDDLESEX,MA,MIDDLESEX_MA,300 SOUTH STREET BOSTON COLLEGE MA 2467,Hours of physical-restraint use,0.12,95.35,34409,Hours of seclusion use,0.2,161.55,34409,"300 South St, Vernon, CT, USA","41,856,211","-72,462,891",41.856211,-72.462891,12.01449,42.21739,71.42029,35.98551,138030.5916,9.551540877,Relatively Low,4.36358425,Very Low
224023,WESTWOOD PEMBROKE HEALTH SYSTEMS,45 CLAPBOARDTREE STREET,WESTWOOD,2090,NORFOLK,MA,NORFOLK_MA,45 CLAPBOARDTREE STREET WESTWOOD MA 2090,Hours of physical-restraint use,0.2,180.52,37641,Hours of seclusion use,0.11,95.15,37641,"45 Clapboardtree Street, Westwood, MA, USA","42,206,484","-71,223,888",42.206484,-71.223888,12.16418,41.29851,70.1194,35.19403,24585.99999,5.374164402,Very Low,2.338536342,Very Low
224028,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,49 HILLSIDE STREET,FALL RIVER,2720,BRISTOL,MA,BRISTOL_MA,49 HILLSIDE STREET FALL RIVER MA 2720,Hours of physical-restraint use,0.04,4.03,4349,Hours of seclusion use,0,0,4349,"49 Hillside Street, Fall River, MA, USA","41,707,567","-71,145,657",41.707567,-71.145657,12.15464,40.37114,69.48454,34.10309,53652.49961,6.970730762,Relatively Low,6.271824199,Relatively Low
224031,CAPE COD & ISLANDS COMMUNITY MENTAL HEALTH CENTER,830 COUNTY ROAD,POCASSET,2559,BARNSTABLE,MA,BARNSTABLE_MA,830 COUNTY ROAD POCASSET MA 2559,Hours of physical-restraint use,0.34,39.78,4889,Hours of seclusion use,0,0,4889,"830 County Road, Pocasset, MA, USA","41,688,378","-70,602,399",41.688378,-70.602399,1.971429,16.54286,44.75714,12.17143,105143.2226,8.723191702,Relatively Low,9.146843296,Relatively Low
224032,WORCESTER RECOVERY CENTER AND HOSPITAL,309 BELMONT STREET,WORCESTER,1604,WORCESTER,MA,WORCESTER_MA,309 BELMONT STREET WORCESTER MA 1604,Hours of physical-restraint use,0.73,1624.93,92869,Hours of seclusion use,0.1,213.07,92869,"309 Belmont Street, Worcester, MA, USA","42,279,264","-71,769,697",42.279264,-71.769697,5.76494,30.95617,60.50996,25.13147,64244.09598,7.402175816,Relatively Low,5.114534129,Very Low
224038,"WALDEN BEHAVIORAL CARE, LLC",10 CAREMATRIX DR,DEDHAM,2026,NORFOLK,MA,NORFOLK_MA,10 CAREMATRIX DR DEDHAM MA 2026,Hours of physical-restraint use,0.04,28.06,27835,Hours of seclusion use,0,0,27835,"10 Carematrix Drive, Dedham, MA, USA","42,227,104","-7,117,224",42.227104,-71.17224,12.16418,41.29851,70.1194,35.19403,24585.99999,5.374164402,Very Low,2.338536342,Very Low
224039,WHITTIER PAVILION,76 SUMMER STREET,HAVERHILL,1830,ESSEX,MA,ESSEX_MA,76 SUMMER STREET HAVERHILL MA 1830,Hours of physical-restraint use,0,35.64,529632,Hours of seclusion use,0,19.55,529632,"76 Summer Street, Haverhill, MA, USA","42,778,598","-71,073,212",42.778598,-71.073212,9.054945,35.05495,64.06593,29.06593,127451.208,9.300999924,Relatively Low,7.551308899,Relatively Low
224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,85 EAST NEWTON STREET,BOSTON,2118,SUFFOLK,MA,SUFFOLK_MA,85 EAST NEWTON STREET BOSTON MA 2118,Hours of physical-restraint use,0.19,86.53,19465,Hours of seclusion use,0.11,51.75,19465,"85 E Newton Street, Boston, MA, USA","42,336,388","-7,107,097",42.336388,-71.07097,11.36364,39,67.54546,32.90909,2093.760293,2.364416467,Very Low,2.905004358,Very Low
224041,SOUTHCOAST BEHAVIORAL HEALTH,581 FAUNCE CORNER ROAD,DARTMOUTH,2747,BRISTOL,MA,BRISTOL_MA,581 FAUNCE CORNER ROAD DARTMOUTH MA 2747,Hours of physical-restraint use,0,4.9,50793,Hours of seclusion use,0.24,295.3,50793,"581 Faunce Corner Road, Dartmouth, MA, USA","41,673,573","-7,098,709",41.673573,-70.98709,12.15464,40.37114,69.48454,34.10309,53652.49961,6.970730762,Relatively Low,6.271824199,Relatively Low
224043,TARAVISTA BEHAVIORAL HEALTH CENTER,85 PATTON ROAD,DEVENS,1434,WORCESTER,MA,WORCESTER_MA,85 PATTON ROAD DEVENS MA 1434,Hours of physical-restraint use,0.05,83.28,69900,Hours of seclusion use,0.01,23.57,69900,"Devens, MA, USA","42,535,794","-71,614,257",42.535794,-71.614257,5.76494,30.95617,60.50996,25.13147,64244.09598,7.402175816,Relatively Low,5.114534129,Very Low
224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,300 FRIBERG PARKWAY,WESTBOROUGH,1581,WORCESTER,MA,WORCESTER_MA,300 FRIBERG PARKWAY WESTBOROUGH MA 1581,Hours of physical-restraint use,0.34,193,23740,Hours of seclusion use,0.71,407,23740,"300 Friberg Parkway, Westborough, MA, USA","42,283,479","-71,581,006",42.283479,-71.581006,5.76494,30.95617,60.50996,25.13147,64244.09598,7.402175816,Relatively Low,5.114534129,Very Low
224045,HOSPITAL FOR BEHAVIORAL MEDICINE,100 CENTURY DRIVE,WORCESTER,1606,WORCESTER,MA,WORCESTER_MA,100 CENTURY DRIVE WORCESTER MA 1606,Hours of physical-restraint use,0.14,93.23,27039,Hours of seclusion use,0.02,11.33,27039,"100 Century Drive, Worcester, MA, USA","42,313,749","-71,770,472",42.313749,-71.770472,5.76494,30.95617,60.50996,25.13147,64244.09598,7.402175816,Relatively Low,5.114534129,Very Low
230002,ST JOE MERCY HOSPITAL SYSTEM LIVONIA,36475 FIVE MILE ROAD,LIVONIA,48154,WAYNE,MI,WAYNE_MI,36475 FIVE MILE ROAD LIVONIA MI 48154,Hours of physical-restraint use,1.07,226.89,8825,Hours of seclusion use,0.1,21.8,8825,"Livonia, MI, USA","42,397,179","-83,373,299",42.397179,-83.373299,12.07,49.64,80.91,42.12,188.6588389,1.060003684,Very Low,1.199505772,Very Low
230013,PONTIAC GENERAL HOSPITAL,461 W HURON ST,PONTIAC,48341,OAKLAND,MI,OAKLAND_MI,461 W HURON ST PONTIAC MI 48341,Hours of physical-restraint use,0.06,5.8,4020,Hours of seclusion use,0.11,10.19,4020,"461 W Huron St, Pontiac, MI, USA","42,633,212","-83,308,108",42.633212,-83.308108,9.510489,44.0979,74.70629,36.77622,1900.43678,2.289282901,Very Low,1.275811699,Very Low
230019,"ASCENSION PROVIDENCE HOSPITAL, SOUTHFIELD AND NOVI",16001 W NINE MILE RD,SOUTHFIELD,48075,OAKLAND,MI,OAKLAND_MI,16001 W NINE MILE RD SOUTHFIELD MI 48075,Hours of physical-restraint use,1.85,271.77,6111,Hours of seclusion use,0.72,106.05,6111,"Southfield, MI, USA","42,473,726","-83,267,783",42.473726,-83.267783,9.510489,44.0979,74.70629,36.77622,1900.43678,2.289282901,Very Low,1.275811699,Very Low
